engine_speed_rpm,ignition_timing_degrees,compression_ratio,connecting_rod_to_crank_ratio,heat_addition_angle_degrees,thermal_efficiency_percent,net_specific_power_kw_per_kg,work_consumption_ratio,maximum_pressure_kpa,maximum_temperature_k
4500,-24,12,3.5,67.5,35.52866093,13323.24785,0.3639777125,3836.816846,1326.899287
5000,-24,12,3.5,75,34.56913328,14403.80553,0.3691179933,3569.470122,1294.153358
5500,-24,12,3.5,82.5,33.50112503,15354.68231,0.3755180972,3354.040759,1266.456709
6000,-24,12,3.5,90,32.36101296,16180.50648,0.382936802,3180.293804,1243.414826
6500,-24,12,3.5,97.5,31.17741644,16887.76724,0.3911914637,3039.895158,1224.516815
7000,-24,12,3.5,105,29.97254426,17483.98415,0.4001404232,2925.780044,1209.280656
7500,-24,12,3.5,112.5,28.76347868,17977.17418,0.4096708941,2832.459651,1197.21113
8000,-24,12,3.5,120,27.56326612,18375.51075,0.4196905836,2755.630976,1187.898005
8500,-24,12,3.5,127.5,26.38179643,18687.10581,0.4301218602,2691.916609,1180.993633
9000,-24,12,3.5,135,25.22649465,18919.87099,0.4408976682,2638.653331,1176.174109
9500,-24,12,3.5,142.5,24.10285998,19081.43081,0.4519586445,2593.728087,1173.181461
10000,-24,12,3.5,150,23.01488543,19179.07119,0.4632510639,2555.636614,1171.792311
500,0,12,3.5,7.5,38.2663008,1594.4292,0.3402354615,5698.621248,1507.466161
1000,0,12,3.5,15,37.69211806,3141.009838,0.3436373731,4912.168675,1476.890903
1500,0,12,3.5,22.5,36.81132448,4601.41556,0.3489901683,4126.151319,1438.721135
2000,0,12,3.5,30,35.70445147,5950.741912,0.355958082,3484.836485,1399.98289
2500,0,12,3.5,37.5,34.44526978,7176.097871,0.3642309679,2995.505277,1364.209541
3000,0,12,3.5,45,33.09292403,8273.231007,0.3735551831,2633.71965,1333.003025
3500,0,12,3.5,52.5,31.69171228,9243.416081,0.383733625,2380.943295,1306.275315
4000,0,12,3.5,60,30.27369376,10091.23125,0.3946148579,2239.541404,1283.783157
4500,0,12,3.5,67.5,28.86166774,10823.1254,0.4060811193,2225.538811,1265.099757
5000,0,12,3.5,75,27.47168023,11446.53343,0.4180384102,2225.538811,1249.755981
5500,0,12,3.5,82.5,26.11491726,11969.33708,0.4304091179,2225.538811,1237.310929
6000,0,12,3.5,90,24.7990718,12399.5359,0.4431267793,2225.538811,1227.41883
6500,0,12,3.5,97.5,23.52931375,12745.04495,0.456132453,2225.538811,1219.746163
7000,0,12,3.5,105,22.30897651,13013.56963,0.4693722448,2225.538811,1214.036632
7500,0,12,3.5,112.5,21.14004597,13212.52873,0.4827956395,2225.538811,1210.056619
8000,0,12,3.5,120,20.02351343,13349.00895,0.4963543846,2225.538811,1207.598695
8500,0,12,3.5,127.5,18.9596344,13429.74104,0.5100017458,2225.538811,1206.49587
9000,0,12,3.5,135,17.94812234,13461.09176,0.5236920021,2225.538811,1206.603749
9500,0,12,3.5,142.5,16.98829643,13449.06801,0.5373800935,2225.538811,1207.812709
10000,0,12,3.5,150,16.07919658,13399.33048,0.5510213541,2225.538811,1210.021731
500,-120,12,3.8,7.5,4.431900881,184.6625367,0.9415258271,7845.45403,1964.606127
1000,-120,12,3.8,15,4.992308896,416.0257413,0.9339294814,7829.560154,1957.907834
1500,-120,12,3.8,22.5,5.600844372,700.1055465,0.9255294126,7787.93428,1949.787565
2000,-120,12,3.8,30,6.259373542,1043.228924,0.916461459,7767.341341,1941.835335
2500,-120,12,3.8,37.5,6.969884792,1452.059332,0.9064954953,7724.456329,1932.533069
3000,-120,12,3.8,45,7.734332063,1933.583016,0.8956384488,7675.182101,1922.404803
3500,-120,12,3.8,52.5,8.554555584,2495.078712,0.8839312942,7635.269373,1911.973091
4000,-120,12,3.8,60,9.432186765,3144.062255,0.8712294729,7588.328455,1900.650548
4500,-120,12,3.8,67.5,10.36850698,3888.190118,0.8575993009,7550.350511,1888.974631
5000,-120,12,3.8,75,11.36422146,4735.092274,0.8428845615,7505.550142,1876.387536
5500,-120,12,3.8,82.5,12.41908431,5692.080308,0.8268896006,7438.73064,1862.360926
6000,-120,12,3.8,90,13.53127009,6765.635044,0.8100030171,7392.728329,1848.399375
6500,-120,12,3.8,97.5,14.69633669,7960.515706,0.7919115928,7333.46032,1833.36508
7000,-120,12,3.8,105,15.905612,9278.273666,0.7727892168,7270.526792,1817.685123
7500,-120,12,3.8,112.5,17.14403413,10715.02133,0.7527650021,7200.303348,1801.398537
8000,-120,12,3.8,120,18.38820141,12258.80094,0.7324468207,7141.702364,1785.425591
8500,-120,12,3.8,127.5,19.60653011,13887.95883,0.7120806413,7050.413308,1764.379035
9000,-120,12,3.8,135,20.76324403,15572.43302,0.692314045,6917.843826,1735.484092
9500,-120,12,3.8,142.5,21.82495679,17278.09079,0.6736185478,6760.452035,1701.2174
10000,-120,12,3.8,150,22.76612034,18971.76695,0.6563279147,6587.42357,1663.465406
500,-96,12,3.8,7.5,8.926438581,371.9349409,0.8786094073,7621.490169,1907.388621
1000,-96,12,3.8,15,9.772880464,814.4067054,0.8663819855,7587.028955,1896.83752
1500,-96,12,3.8,22.5,10.67728441,1334.660551,0.8530882896,7540.25083,1885.20455
2000,-96,12,3.8,30,11.64097936,1940.163227,0.8387297704,7489.819631,1872.771918
2500,-96,12,3.8,37.5,12.66512599,2638.567915,0.8232711303,7438.109497,1859.60608
3000,-96,12,3.8,45,13.75033985,3437.584963,0.8066223487,7381.403865,1845.567926
3500,-96,12,3.8,52.5,14.8963192,4344.759767,0.7886153631,7310.160826,1830.32472
4000,-96,12,3.8,60,16.10126166,5367.087221,0.7696669143,7260.621157,1815.155289
4500,-96,12,3.8,67.5,17.36090753,6510.340323,0.7492605129,7190.841259,1798.642393
5000,-96,12,3.8,75,18.66700593,7777.919138,0.727706293,7120.080433,1781.545709
5500,-96,12,3.8,82.5,20.00505149,9168.981934,0.7052884008,7054.239392,1764.231635
6000,-96,12,3.8,90,21.35158108,10675.79054,0.682244039,6986.615487,1746.7278
6500,-96,12,3.8,97.5,22.67252888,12280.95314,0.6591194152,6915.728168,1729.137493
7000,-96,12,3.8,105,23.92541766,13956.49364,0.6367053617,6794.130463,1703.531188
7500,-96,12,3.8,112.5,25.06665767,15666.66105,0.6157047828,6622.477416,1668.961002
8000,-96,12,3.8,120,26.0605006,17373.66706,0.5965967495,6423.651961,1628.765743
8500,-96,12,3.8,127.5,26.88445043,19043.15239,0.5796354911,6212.289031,1585.355057
9000,-96,12,3.8,135,27.52963288,20647.22466,0.5648918829,5998.87309,1540.55962
9500,-96,12,3.8,142.5,27.9980974,22165.16044,0.5523116669,5789.15332,1495.582136
10000,-96,12,3.8,150,28.29933739,23582.78116,0.5417676203,5587.977622,1451.268518
500,-72,12,3.8,7.5,15.46647979,644.4366579,0.7797186751,7289.160265,1823.234889
1000,-72,12,3.8,15,16.64502262,1387.085218,0.7608242098,7224.646032,1807.8263
1500,-72,12,3.8,22.5,17.88524209,2235.655261,0.7405941832,7158.185861,1791.634066
2000,-72,12,3.8,30,19.18459989,3197.433315,0.7191797803,7100.147922,1775.045328
2500,-72,12,3.8,37.5,20.53832439,4278.817582,0.6960528335,7018.406741,1756.986291
3000,-72,12,3.8,45,21.93769179,5484.422948,0.6719850644,6953.185664,1738.958579
3500,-72,12,3.8,52.5,23.3676946,6815.577591,0.646713757,6879.545392,1720.254872
4000,-72,12,3.8,60,24.80392585,8267.975285,0.6206316341,6800.394548,1701.249936
4500,-72,12,3.8,67.5,26.20959433,9828.597875,0.594692213,6730.355196,1682.873665
5000,-72,12,3.8,75,27.535492,11473.12167,0.5696135444,6650.09464,1663.908078
5500,-72,12,3.8,82.5,28.72650776,13166.31606,0.5464899112,6479.046094,1633.261916
6000,-72,12,3.8,90,29.73388501,14866.9425,0.5260777178,6246.267056,1592.815604
6500,-72,12,3.8,97.5,30.5259507,16534.88996,0.508675659,5988.172121,1547.004262
7000,-72,12,3.8,105,31.09129268,18136.5874,0.4942796425,5726.266416,1498.939037
7500,-72,12,3.8,112.5,31.43535158,19647.09474,0.4827049902,5472.325224,1450.780233
8000,-72,12,3.8,120,31.57463576,21049.75718,0.4736823647,5232.985744,1403.950856
8500,-72,12,3.8,127.5,31.53148156,22334.79944,0.4669193925,5010.801349,1359.403778
9000,-72,12,3.8,135,31.33031461,23497.73596,0.4621341888,4806.276894,1317.94334
9500,-72,12,3.8,142.5,30.99532999,24537.96957,0.45907055,4619.131726,1280.372847
10000,-72,12,3.8,150,30.54921078,25457.67565,0.4575027375,4448.430634,1247.612547
500,-48,12,3.8,7.5,24.20670489,1008.612704,0.6313859938,6826.057703,1708.902389
1000,-48,12,3.8,15,25.68249468,2140.20789,0.6045537023,6759.328159,1689.863828
1500,-48,12,3.8,22.5,27.18086829,3397.608537,0.5763522415,6679.190429,1670.05724
2000,-48,12,3.8,30,28.67396733,4778.994555,0.547567472,6600.10357,1650.305245
2500,-48,12,3.8,37.5,30.12032696,6275.068117,0.5190248403,6524.636401,1631.171086
3000,-48,12,3.8,45,31.4628711,7865.717776,0.4916102794,6445.891712,1613.066256
3500,-48,12,3.8,52.5,32.63397764,9518.243479,0.4676245792,6345.221731,1593.55912
4000,-48,12,3.8,60,33.57020994,11190.06998,0.4475425571,6081.228051,1558.758005
4500,-48,12,3.8,67.5,34.22989138,12836.20927,0.4318451248,5747.154327,1514.216295
5000,-48,12,3.8,75,34.60138946,14417.24561,0.4201987949,5402.840201,1465.89492
5500,-48,12,3.8,82.5,34.69894442,15903.68286,0.4120727261,5076.356566,1417.60403
6000,-48,12,3.8,90,34.55267572,17276.33786,0.4069138495,4779.220195,1371.83105
6500,-48,12,3.8,97.5,34.19934547,18524.64547,0.4042224876,4514.366972,1330.059335
7000,-48,12,3.8,105,33.67624555,19644.47657,0.4035758362,4281.041018,1293.113343
7500,-48,12,3.8,112.5,33.0179378,20636.21112,0.4046271024,4076.429888,1261.296891
8000,-48,12,3.8,120,32.2548864,21503.2576,0.4070954206,3897.142615,1234.519348
8500,-48,12,3.8,127.5,31.41315568,22250.98528,0.4107537464,3739.845163,1212.425345
9000,-48,12,3.8,135,30.51463548,22885.97661,0.415417664,3601.522169,1194.53423
9500,-48,12,3.8,142.5,29.57748721,23415.51071,0.4209360233,3480.219107,1180.330898
10000,-48,12,3.8,150,28.61665002,23847.20835,0.4271834691,3372.920547,1169.340117
500,-24,12,3.8,7.5,34.03350523,1418.062718,0.4377467376,6308.903035,1578.785226
1000,-24,12,3.8,15,35.26216383,2938.513653,0.4112922652,6247.62251,1562.500599
1500,-24,12,3.8,22.5,36.26015423,4532.519279,0.3892549767,6194.818046,1549.141963
2000,-24,12,3.8,30,36.95275003,6158.791672,0.3736789506,6008.764573,1531.29695
2500,-24,12,3.8,37.5,37.29486138,7769.762788,0.3643132242,5553.11724,1496.291288
3000,-24,12,3.8,45,37.28472119,9321.180297,0.3596991336,5043.04974,1453.079103
3500,-24,12,3.8,52.5,36.95728817,10779.20905,0.3585810597,4573.212673,1408.40976
4000,-24,12,3.8,60,36.36663897,12122.21299,0.3600845845,4172.610855,1366.284897
4500,-24,12,3.8,67.5,35.57050057,13338.93772,0.3635953204,3842.755479,1328.587464
5000,-24,12,3.8,75,34.62157328,14425.65553,0.3686735426,3575.043905,1295.898681
5500,-24,12,3.8,82.5,33.56428797,15383.63198,0.3749990571,3358.77123,1268.180048
6000,-24,12,3.8,90,32.43452583,16217.26292,0.3823343778,3184.198012,1245.04965
6500,-24,12,3.8,97.5,31.26057658,16932.81231,0.3904996468,3042.895436,1226.016554
7000,-24,12,3.8,105,30.06443675,17537.58811,0.399355414,2928.26395,1210.603743
7500,-24,12,3.8,112.5,28.86305944,18039.41215,0.4087907505,2834.518805,1198.329992
8000,-24,12,3.8,120,27.66942171,18446.28114,0.4187149962,2757.318562,1188.789688
8500,-24,12,3.8,127.5,26.49338848,18766.15017,0.4290519927,2693.278328,1181.641283
9000,-24,12,3.8,135,25.34239387,19006.7954,0.4397360223,2639.729532,1176.567439
9500,-24,12,3.8,142.5,24.22197297,19175.7286,0.4507089256,2594.555314,1173.324318
10000,-24,12,3.8,150,23.13617597,19280.14664,0.4619180349,2556.460259,1171.689851
500,0,12,3.8,7.5,38.26979672,1594.574863,0.3402149737,5704.276105,1507.669489
1000,0,12,3.8,15,37.7051372,3142.094767,0.3435595023,4926.976655,1477.507769
1500,0,12,3.8,22.5,36.83786088,4604.73261,0.3488264837,4145.133817,1439.750025
2000,0,12,3.8,30,35.74639121,5957.731868,0.3556890168,3504.718584,1401.304744
2500,0,12,3.8,37.5,34.50293611,7188.111689,0.3638437231,3014.110929,1365.687768
3000,0,12,3.8,45,33.16566932,8291.41733,0.3730415022,2650.000345,1334.516097
3500,0,12,3.8,52.5,31.77834984,9268.685371,0.3830882462,2393.503701,1307.758057
4000,0,12,3.8,60,30.37276629,10124.25543,0.393834628,2245.079947,1285.17707
4500,0,12,3.8,67.5,28.97160244,10864.35092,0.4051645559,2225.538886,1266.363695
5000,0,12,3.8,75,27.59087587,11496.19828,0.4169855222,2225.538886,1250.860569
5500,0,12,3.8,82.5,26.24179338,12027.48863,0.4292213593,2225.538886,1238.235027
6000,0,12,3.8,90,24.93209793,12466.04897,0.4418070532,2225.538886,1228.135479
6500,0,12,3.8,97.5,23.66702856,12819.64047,0.4546851178,2225.538886,1220.243088
7000,0,12,3.8,105,22.45000197,13095.83448,0.4678030919,2225.538886,1214.309889
7500,0,12,3.8,112.5,21.28309903,13301.93689,0.4811118254,2225.538886,1210.102397
8000,0,12,3.8,120,20.16741589,13444.94393,0.4945643115,2225.538886,1207.42531
8500,0,12,3.8,127.5,19.10332126,13531.51922,0.5081148897,2225.538886,1206.101662
9000,0,12,3.8,135,18.09064822,13567.98617,0.5217186961,2225.538886,1206.020936
9500,0,12,3.8,142.5,17.12884004,13560.3317,0.5353312733,2225.538886,1207.052835
10000,0,12,3.8,150,16.21706286,13514.21905,0.5489082788,2225.538886,1209.113853
500,-120,12,4.1,7.5,4.51931396,188.3047483,0.9403384476,7841.242144,1963.502014
1000,-120,12,4.1,15,5.08723593,423.9363275,0.9326304517,7824.761931,1956.700072
1500,-120,12,4.1,22.5,5.703082176,712.885272,0.9241186002,7782.926216,1948.491032
2000,-120,12,4.1,30,6.368595001,1061.4325,0.9149408838,7761.764235,1940.441059
2500,-120,12,4.1,37.5,7.085642924,1476.175609,0.9048680877,7718.643186,1931.057102
3000,-120,12,4.1,45,7.856064298,1964.016074,0.893908892,7669.217981,1920.855996
3500,-120,12,4.1,52.5,8.681588876,2532.130089,0.8821058624,7628.991682,1910.35301
4000,-120,12,4.1,60,9.563742777,3187.914259,0.8693158403,7581.840096,1898.971061
4500,-120,12,4.1,67.5,10.50370633,3938.889873,0.855606604,7543.50173,1887.240054
5000,-120,12,4.1,75,11.50208617,4792.535905,0.8408236127,7498.448707,1874.612177
5500,-120,12,4.1,82.5,12.55853843,5755.99678,0.8247735879,7431.73571,1860.568889
6000,-120,12,4.1,90,13.67114025,6835.570126,0.8078459917,7385.514193,1846.59232
6500,-120,12,4.1,97.5,14.83535941,8035.819683,0.7897308619,7326.260039,1831.56501
7000,-120,12,4.1,105,16.04246388,9358.10393,0.7706039656,7263.429122,1815.90984
7500,-120,12,4.1,112.5,17.27741396,10798.38372,0.7505961016,7193.467431,1799.668158
8000,-120,12,4.1,120,18.51699042,12344.66028,0.7303123643,7134.992465,1783.748116
8500,-120,12,4.1,127.5,19.73000066,13975.41714,0.7099960115,7044.000199,1762.797595
9000,-120,12,4.1,135,20.88120248,15660.90186,0.6902872169,6911.809646,1734.033382
9500,-120,12,4.1,142.5,21.93772436,17367.36512,0.6716508206,6754.694336,1699.908934
10000,-120,12,4.1,150,22.87438406,19061.98672,0.6544157012,6582.101732,1662.307246
500,-96,12,4.1,7.5,9.060164155,377.5068398,0.8766777636,7614.780708,1905.678777
1000,-96,12,4.1,15,9.911761957,825.9801631,0.8643519611,7579.900178,1895.054028
1500,-96,12,4.1,22.5,10.82054109,1352.567637,0.8509674189,7532.890721,1883.362224
2000,-96,12,4.1,30,11.78772668,1964.621114,0.8365272555,7482.281002,1870.882114
2500,-96,12,4.1,37.5,12.81438157,2669.662828,0.8209978033,7430.410664,1857.680092
3000,-96,12,4.1,45,13.9010263,3475.256576,0.80429092,7373.627795,1843.620376
3500,-96,12,4.1,52.5,15.0472642,4388.785392,0.7862411023,7302.550703,1828.376891
4000,-96,12,4.1,60,16.25119646,5417.065487,0.767265537,7252.838026,1813.209507
4500,-96,12,4.1,67.5,17.50846847,6565.675677,0.7468526421,7183.236333,1796.725983
5000,-96,12,4.1,75,18.81075159,7837.813161,0.7253143116,7112.703094,1779.676562
5500,-96,12,4.1,82.5,20.1435222,9232.447676,0.7029362114,7047.057047,1762.425135
6000,-96,12,4.1,90,21.48344143,10741.72072,0.6799565759,6979.718487,1745.002351
6500,-96,12,4.1,97.5,22.79681104,12348.27265,0.6569181967,6909.208255,1727.508749
7000,-96,12,4.1,105,24.0417822,14024.37295,0.6346031047,6788.144457,1702.05874
7500,-96,12,4.1,112.5,25.17549629,15734.68518,0.6137038261,6616.877806,1667.694955
8000,-96,12,4.1,120,26.16280178,17441.86785,0.5946911122,6418.57907,1627.729947
8500,-96,12,4.1,127.5,26.98153593,19111.92128,0.5778142519,6207.768907,1584.572066
9000,-96,12,4.1,135,27.62291019,20717.18264,0.5631421313,5994.658003,1539.994217
9500,-96,12,4.1,142.5,28.08889187,22237.03939,0.550620412,5785.473548,1495.226458
10000,-96,12,4.1,150,28.38880138,23657.33448,0.5401227999,5584.544904,1451.110331
500,-72,12,4.1,7.5,15.62219877,650.9249486,0.7772481297,7281.156688,1821.21857
1000,-72,12,4.1,15,16.80054401,1400.045335,0.7583135182,7216.69199,1805.810608
1500,-72,12,4.1,22.5,18.03930394,2254.912992,0.7380605984,7150.323792,1789.634469
2000,-72,12,4.1,30,19.3358439,3222.640649,0.7166421195,7092.258581,1773.072857
2500,-72,12,4.1,37.5,20.68529435,4309.436323,0.6935364158,7010.903669,1755.071664
3000,-72,12,4.1,45,22.07884373,5519.710933,0.6695140424,6945.839801,1737.111331
3500,-72,12,4.1,52.5,23.5014423,6854.587338,0.6443186931,6872.549103,1718.499813
4000,-72,12,4.1,60,24.92876559,8309.588531,0.6183448929,6793.909637,1699.610077
4500,-72,12,4.1,67.5,26.32435853,9871.634448,0.5925406628,6724.321526,1681.360653
5000,-72,12,4.1,75,27.63970994,11516.54581,0.5676162116,6644.615816,1662.540662
5500,-72,12,4.1,82.5,28.82068268,13209.47956,0.5446496591,6474.339008,1632.146901
6000,-72,12,4.1,90,29.81944884,14909.72442,0.5243827734,6242.232686,1592.012744
6500,-72,12,4.1,97.5,30.60490989,16577.65952,0.5071059297,5984.797427,1546.543811
7000,-72,12,4.1,105,31.16580644,18180.05376,0.4928122576,5723.532733,1498.817437
7500,-72,12,4.1,112.5,31.50742664,19692.14165,0.4813178011,5469.870787,1450.965306
8000,-72,12,4.1,120,31.64596928,21097.31285,0.4723555755,5231.100737,1404.40909
8500,-72,12,4.1,127.5,31.60341065,22385.74921,0.465636047,5009.114653,1360.130197
9000,-72,12,4.1,135,31.40382499,23552.86874,0.4608801075,4804.763696,1318.899901
9500,-72,12,4.1,142.5,31.07109172,24597.94761,0.4578340595,4617.771251,1281.526545
10000,-72,12,4.1,150,30.62762321,25523.01934,0.4562743565,4447.20541,1248.868919
500,-48,12,4.1,7.5,24.34142543,1014.22606,0.6289426984,6819.153159,1707.137475
1000,-48,12,4.1,15,25.80906516,2150.75543,0.6022006689,6752.658341,1688.195858
1500,-48,12,4.1,22.5,27.29760981,3412.201227,0.5741281476,6673.040658,1668.515604
2000,-48,12,4.1,30,28.77928626,4796.54771,0.5455104873,6594.544926,1648.911094
2500,-48,12,4.1,37.5,30.21298166,6294.371179,0.5171699532,6519.716604,1629.940946
3000,-48,12,4.1,45,31.54241312,7885.603281,0.4899836578,6441.775328,1612.011871
3500,-48,12,4.1,52.5,32.70121364,9537.853978,0.466218772,6341.910855,1592.715322
4000,-48,12,4.1,60,33.62731139,11209.1038,0.4463330581,6079.235129,1558.281951
4500,-48,12,4.1,67.5,34.27994904,12854.98089,0.4307918852,5746.299859,1514.181071
5000,-48,12,4.1,75,34.64770464,14436.5436,0.419260801,5402.660742,1466.253277
5500,-48,12,4.1,82.5,34.74447477,15924.55094,0.4112137423,5076.78219,1418.327737
6000,-48,12,4.1,90,34.59977518,17299.88759,0.4061040891,4779.741807,1372.857118
6500,-48,12,4.1,97.5,34.24972202,18551.93276,0.4034382843,4515.356506,1331.303708
7000,-48,12,4.1,105,33.73102632,19676.43202,0.4027986631,4282.047984,1294.486775
7500,-48,12,4.1,112.5,33.07776912,20673.6057,0.4038425565,4077.125048,1262.715563
8000,-48,12,4.1,120,32.32003408,21546.68939,0.4062923793,3897.867216,1235.909405
8500,-48,12,4.1,127.5,31.48359278,22300.87822,0.4099237238,3740.59838,1213.723346
9000,-48,12,4.1,135,30.59011513,22942.58635,0.4145543357,3602.285686,1195.69361
9500,-48,12,4.1,142.5,29.65760187,23478.93482,0.4200348766,3480.712405,1181.319135
10000,-48,12,4.1,150,28.70087966,23917.39972,0.4262415376,3373.44132,1170.124176
500,-24,12,4.1,7.5,34.09125867,1420.469111,0.4365123135,6305.928718,1578.017151
1000,-24,12,4.1,15,35.30535017,2942.112514,0.4103473637,6245.351091,1561.923462
1500,-24,12,4.1,22.5,36.29048278,4536.310348,0.3885793567,6193.221063,1548.735938
2000,-24,12,4.1,30,36.97375731,6162.292886,0.3732056923,6009.018272,1531.135634
2500,-24,12,4.1,37.5,37.31128144,7773.183633,0.3639638917,5556.13736,1496.572365
3000,-24,12,4.1,45,37.30132524,9325.331309,0.3594105581,5048.118402,1453.794585
3500,-24,12,4.1,52.5,36.97797137,10785.24165,0.3583079792,4579.134691,1409.47757
4000,-24,12,4.1,60,36.39409781,12131.36594,0.3597954885,4178.676274,1367.591072
4500,-24,12,4.1,67.5,35.60632404,13352.37151,0.3632683953,3848.257436,1330.039532
5000,-24,12,4.1,75,34.66648425,14444.36844,0.3682936083,3579.813994,1297.399755
5500,-24,12,4.1,82.5,33.61838661,15408.4272,0.3745554881,3362.818582,1269.66115
6000,-24,12,4.1,90,32.49748517,16248.74258,0.3818197727,3187.635375,1246.452953
6500,-24,12,4.1,97.5,31.3317862,16971.38419,0.3899090016,3045.811404,1227.301807
7000,-24,12,4.1,105,30.14310492,17583.47787,0.3986856159,2930.461187,1211.735249
7500,-24,12,4.1,112.5,28.94828528,18092.6783,0.4080402646,2836.278577,1199.284567
8000,-24,12,4.1,120,27.76024714,18506.83142,0.4178836638,2758.760504,1189.551909
8500,-24,12,4.1,127.5,26.58883641,18833.75913,0.4281408873,2694.441616,1182.190299
9000,-24,12,4.1,135,25.44149726,19081.12295,0.4387473304,2640.648744,1176.908592
9500,-24,12,4.1,142.5,24.32379736,19256.33957,0.449645831,2595.447515,1173.452624
10000,-24,12,4.1,150,23.23983717,19366.53098,0.4607845952,2557.163647,1171.608477
500,0,12,4.1,7.5,38.27278192,1594.699247,0.3401974805,5709.111241,1507.843234
1000,0,12,4.1,15,37.71626221,3143.021851,0.3434929885,4939.679446,1478.036018
1500,0,12,4.1,22.5,36.86055562,4607.569452,0.348686617,4161.458513,1440.633073
2000,0,12,4.1,30,35.78228611,5963.714352,0.3554590548,3522.121879,1402.441053
