engine_speed_rpm,ignition_timing_degrees,compression_ratio,connecting_rod_to_crank_ratio,heat_addition_angle_degrees,thermal_efficiency_percent,net_specific_power_kw_per_kg,work_consumption_ratio,maximum_pressure_kpa,maximum_temperature_k
7000,-24,10,3.8,105,28.70236689,16743.04735,0.3863433337,2408.291097,1220.227969
7500,-24,10,3.8,112.5,27.58633923,17241.46202,0.39543241,2323.434587,1207.835476
8000,-24,10,3.8,120,26.47270313,17648.46875,0.4050291849,2253.348805,1198.074497
8500,-24,10,3.8,127.5,25.37133171,17971.35996,0.4150606018,2195.341881,1190.626586
9000,-24,10,3.8,135,24.28981926,18217.36444,0.4254631337,2146.899741,1185.228478
9500,-24,10,3.8,142.5,23.23394704,18393.5414,0.4361801613,2106.163592,1181.633834
10000,-24,10,3.8,150,22.20805511,18506.71259,0.4471600678,2071.672177,1179.642543
500,0,10,3.8,7.5,36.09638389,1504.015995,0.3309506256,4749.640155,1493.365466
1000,0,10,3.8,15,35.61351638,2967.793032,0.3339393791,4189.432008,1467.910456
1500,0,10,3.8,22.5,34.86307171,4357.883964,0.3386929917,3590.432026,1435.396969
2000,0,10,3.8,30,33.90575935,5650.959892,0.3449570556,3073.446374,1401.049373
2500,0,10,3.8,37.5,32.80060095,6833.458531,0.3524829645,2659.149948,1368.431636
3000,0,10,3.8,45,31.59774871,7899.437177,0.3610564373,2336.94388,1339.015812
3500,0,10,3.8,52.5,30.33680982,8848.236199,0.3705034087,2091.587684,1313.430288
4000,0,10,3.8,60,29.04784302,9682.614341,0.3806853688,1913.151756,1291.51876
4500,0,10,3.8,67.5,27.75316954,10407.43858,0.3914917509,1803.044038,1273.015303
5000,0,10,3.8,75,26.46915485,11028.81452,0.4028326783,1781.058479,1257.591714
5500,0,10,3.8,82.5,25.20768516,11553.52236,0.4146330782,1781.058479,1244.91072
6000,0,10,3.8,90,23.97730612,11988.65306,0.4268282317,1781.058479,1234.689737
6500,0,10,3.8,97.5,22.78407325,12341.37301,0.4393605279,1781.058479,1226.614862
7000,0,10,3.8,105,21.63217942,12618.77133,0.4521771435,1781.058479,1220.456715
7500,0,10,3.8,112.5,20.52441749,12827.76093,0.4652284062,1781.058479,1216.00702
8000,0,10,3.8,120,19.46252376,12975.01584,0.4784666451,1781.058479,1213.076475
8500,0,10,3.8,127.5,18.44743579,13066.93369,0.4918453851,1781.058479,1211.509881
9000,0,10,3.8,135,17.47948887,13109.61665,0.505318774,1781.058479,1211.17415
9500,0,10,3.8,142.5,16.55856789,13108.86624,0.5188411651,1781.058479,1211.96399
10000,0,10,3.8,150,15.68422666,13070.18888,0.5323667985,1781.058479,1213.785604
500,-120,10,4.1,7.5,4.429005084,184.5418785,0.9359378487,6352.295193,1908.227009
1000,-120,10,4.1,15,4.984170154,415.3475129,0.9276812163,6337.536564,1901.666199
1500,-120,10,4.1,22.5,5.585698211,698.2122764,0.9185841154,6305.65366,1893.891152
2000,-120,10,4.1,30,6.235121498,1039.186916,0.9087731647,6287.176934,1886.15308
2500,-120,10,4.1,37.5,6.934050207,1444.593793,0.8980319882,6253.820406,1877.256871
3000,-120,10,4.1,45,7.684006589,1921.001647,0.8863674568,6215.964476,1867.615526
3500,-120,10,4.1,52.5,8.486331607,2475.180052,0.8738192199,6183.903035,1857.64207
4000,-120,10,4.1,60,9.342070695,3114.023565,0.8602554847,6146.942081,1846.877426
4500,-120,10,4.1,67.5,10.25180838,3844.428143,0.8457438697,6115.546629,1835.750178
5000,-120,10,4.1,75,11.2154154,4673.08975,0.8301487467,6079.433223,1823.829967
5500,-120,10,4.1,82.5,12.23165318,5606.174375,0.8133045539,6028.718025,1810.714058
6000,-120,10,4.1,90,13.29755534,6648.77767,0.795594185,5991.450727,1797.605486
6500,-120,10,4.1,97.5,14.40748808,7804.056041,0.7767602126,5945.448749,1783.634625
7000,-120,10,4.1,105,15.55183152,9071.90172,0.7570053954,5897.096695,1769.170905
7500,-120,10,4.1,112.5,16.71544305,10447.15191,0.7364963896,5844.149762,1754.282915
8000,-120,10,4.1,120,17.87659272,11917.72848,0.7158326423,5799.105578,1739.731673
8500,-120,10,4.1,127.5,19.00763915,13463.74439,0.695266215,5728.411715,1720.593552
9000,-120,10,4.1,135,20.07830273,15058.72705,0.6753971139,5623.93386,1694.125135
9500,-120,10,4.1,142.5,21.06052272,16672.91382,0.6566541568,5497.768623,1662.494363
10000,-120,10,4.1,150,21.93250957,18277.09131,0.6393392047,5359.368874,1627.48074
500,-96,10,4.1,7.5,8.859406849,369.141952,0.8679645257,6171.797396,1853.1177
1000,-96,10,4.1,15,9.687171894,807.2643245,0.8548565011,6143.107048,1842.994963
1500,-96,10,4.1,22.5,10.56906996,1321.133745,0.8406596968,6106.053842,1831.927208
2000,-96,10,4.1,30,11.50581389,1917.635649,0.8253799581,6066.308852,1820.140904
2500,-96,10,4.1,37.5,12.49782918,2603.714413,0.8089914099,6025.443399,1807.694664
3000,-96,10,4.1,45,13.54485067,3386.212666,0.7914217651,5981.061921,1794.488549
3500,-96,10,4.1,52.5,14.64552328,4271.610957,0.7725332349,5926.9726,1780.274588
4000,-96,10,4.1,60,15.79681088,5265.603626,0.7527363708,5886.931589,1766.079477
4500,-96,10,4.1,67.5,16.99309474,6372.410527,0.7315915984,5833.613774,1750.815221
5000,-96,10,4.1,75,18.22485249,7593.688536,0.7094345187,5779.729755,1735.116283
5500,-96,10,4.1,82.5,19.4769242,8926.923593,0.6865855167,5729.292901,1719.315394
6000,-96,10,4.1,90,20.72678064,10363.39032,0.6633227387,5678.073371,1703.480102
6500,-96,10,4.1,97.5,21.94398947,11886.32763,0.6401904587,5624.86121,1687.680497
7000,-96,10,4.1,105,23.09255642,13470.65791,0.6179249359,5530.805906,1664.721045
7500,-96,10,4.1,112.5,24.13650835,15085.31772,0.5971555248,5394.797116,1633.50664
8000,-96,10,4.1,120,25.04631724,16697.54483,0.5782992614,5235.517698,1596.942078
8500,-96,10,4.1,127.5,25.80291341,18277.06366,0.5615718664,5065.372965,1557.211409
9000,-96,10,4.1,135,26.39821052,19798.65789,0.547026747,4892.821375,1515.964338
9500,-96,10,4.1,142.5,26.8332758,21243.01001,0.5346054325,4722.916503,1474.388783
10000,-96,10,4.1,150,27.11570327,22596.41939,0.524183089,4559.026039,1433.290916
500,-72,10,4.1,7.5,15.21317196,633.882165,0.7628367185,5908.658715,1773.338108
1000,-72,10,4.1,15,16.344911,1362.075917,0.7430223405,5858.752985,1758.93119
1500,-72,10,4.1,22.5,17.53035631,2191.294539,0.7219199683,5807.396824,1743.856565
2000,-72,10,4.1,30,18.76564164,3127.60694,0.6996999922,5761.452427,1728.442277
2500,-72,10,4.1,37.5,20.04449598,4175.936663,0.67592223,5700.002916,1711.873338
3000,-72,10,4.1,45,21.35669961,5339.174902,0.6513535122,5649.510876,1695.373441
3500,-72,10,4.1,52.5,22.68620928,6616.811041,0.6258285295,5593.819366,1678.435527
4000,-72,10,4.1,60,24.00899829,8002.999429,0.5997892121,5535.013442,1661.410042
4500,-72,10,4.1,67.5,25.29153319,9484.324946,0.5741708375,5482.849421,1645.079198
5000,-72,10,4.1,75,26.49185584,11038.27326,0.5496539687,5423.027531,1628.403293
5500,-72,10,4.1,82.5,27.5651048,12634.00637,0.5272086206,5289.619025,1601.465982
6000,-72,10,4.1,90,28.4723068,14236.1534,0.5074701009,5105.345381,1565.696649
6500,-72,10,4.1,97.5,29.18781956,15810.06893,0.4906635586,4898.280096,1524.84311
7000,-72,10,4.1,105,29.70176371,17326.02883,0.4767550683,4686.771229,1481.675781
7500,-72,10,4.1,112.5,30.01785363,18761.15852,0.4655583774,4480.605888,1438.208061
8000,-72,10,4.1,120,30.1492338,20099.4892,0.4568158714,4284.861436,1395.829163
8500,-72,10,4.1,127.5,30.11441586,21331.04456,0.4502509875,4102.517124,1355.52336
9000,-72,10,4.1,135,29.93418522,22450.63891,0.4455973685,3934.230821,1318.078591
9500,-72,10,4.1,142.5,29.62955828,23456.73363,0.4426124537,3779.757718,1284.181902
10000,-72,10,4.1,150,29.22057319,24350.47766,0.4410819522,3638.496263,1254.39913
500,-48,10,4.1,7.5,23.51579308,979.8247116,0.6094162492,5552.289508,1667.564828
1000,-48,10,4.1,15,24.88679762,2073.899802,0.5823665846,5500.930911,1650.304286
1500,-48,10,4.1,22.5,26.26549454,3283.186818,0.5542915371,5441.229813,1632.573444
2000,-48,10,4.1,30,27.62437936,4604.063226,0.5260099945,5382.884359,1615.085589
2500,-48,10,4.1,37.5,28.92542419,6026.13004,0.4983600305,5327.778532,1598.343023
3000,-48,10,4.1,45,30.11993913,7529.984783,0.4721821852,5271.470547,1582.701
3500,-48,10,4.1,52.5,31.15367918,9086.48976,0.4494942655,5196.673952,1566.050641
4000,-48,10,4.1,60,31.97768374,10659.22791,0.4306237796,4992.009589,1536.341926
4500,-48,10,4.1,67.5,32.55998934,12209.996,0.4159008681,4727.526654,1497.883313
5000,-48,10,4.1,75,32.89114363,13704.64318,0.4049669592,4450.655381,1455.526819
5500,-48,10,4.1,82.5,32.98164561,15116.58757,0.3973186495,4184.778763,1412.748111
6000,-48,10,4.1,90,32.8551109,16427.55545,0.3924479018,3940.417352,1371.71366
6500,-48,10,4.1,97.5,32.54142373,17626.60452,0.3898994128,3720.985966,1333.825725
7000,-48,10,4.1,105,32.07180838,18708.55489,0.3892875714,3526.193282,1299.859219
7500,-48,10,4.1,112.5,31.47593761,19672.46101,0.3902947397,3354.394921,1270.153293
8000,-48,10,4.1,120,30.78053456,20520.35637,0.3926623265,3203.185525,1244.738468
8500,-48,10,4.1,127.5,30.00889404,21256.29994,0.3961802259,3070.041664,1223.392865
9000,-48,10,4.1,135,29.18090555,21885.67916,0.4006769878,2953.090316,1205.802397
9500,-48,10,4.1,142.5,28.31331827,22414.71029,0.4060115095,2849.754969,1191.580879
10000,-48,10,4.1,150,27.42010024,22850.08354,0.4120663313,2758.421957,1180.351289
500,-24,10,4.1,7.5,32.45442714,1352.267797,0.4198540696,5170.704602,1552.447135
1000,-24,10,4.1,15,33.52237884,2793.53157,0.3953455033,5127.394594,1538.690483
1500,-24,10,4.1,22.5,34.37981562,4297.476952,0.3752310478,5090.659098,1527.545294
2000,-24,10,4.1,30,34.97136833,5828.561388,0.3611325071,4955.842952,1512.881586
2500,-24,10,4.1,37.5,35.26450501,7346.771876,0.3526669644,4613.21547,1483.824044
3000,-24,10,4.1,45,35.25779395,8814.448487,0.3484763122,4213.060126,1446.852047
3500,-24,10,4.1,52.5,34.97685698,10201.58329,0.3474441585,3833.132763,1407.730813
4000,-24,10,4.1,60,34.46296417,11487.65472,0.3488095718,3500.270917,1369.876259
4500,-24,10,4.1,67.5,33.76205127,12660.76923,0.3520404034,3219.78355,1335.273988
5000,-24,10,4.1,75,32.91773569,13715.7232,0.3567531087,2987.698578,1304.62919
5500,-24,10,4.1,82.5,31.96810994,14652.05039,0.3626648768,2797.281214,1278.163748
6000,-24,10,4.1,90,30.94490977,15472.45488,0.369562994,2641.811072,1255.670491
6500,-24,10,4.1,97.5,29.87385838,16181.67329,0.3772841992,2514.811626,1236.854254
7000,-24,10,4.1,105,28.77546317,16785.68685,0.3857004019,2410.771015,1221.34975
7500,-24,10,4.1,112.5,27.66590061,17291.18788,0.3947086702,2325.549859,1208.7904
8000,-24,10,4.1,120,26.55783247,17705.22165,0.4042241511,2255.166333,1198.844794
8500,-24,10,4.1,127.5,25.46110168,18034.94702,0.4141750266,2196.720087,1191.201405
9000,-24,10,4.1,135,24.38330287,18287.47715,0.4244988941,2148.018755,1185.591177
9500,-24,10,4.1,142.5,23.33024168,18469.77467,0.4351401481,2107.087434,1181.78505
10000,-24,10,4.1,150,22.30630158,18588.58465,0.446048067,2072.422349,1179.589526
500,0,10,4.1,7.5,36.09892363,1504.121818,0.3309350594,4752.962957,1493.50763
1000,0,10,4.1,15,35.62307649,2968.589708,0.3338796945,4199.129886,1468.355234
1500,0,10,4.1,22.5,34.88283291,4360.354114,0.3385660946,3603.616508,1436.19697
2000,0,10,4.1,30,33.9374451,5656.24085,0.3447460306,3087.560506,1402.072669
2500,0,10,4.1,37.5,32.84474982,6842.656212,0.3521760405,2673.057637,1369.609123
3000,0,10,4.1,45,31.65408702,7913.521754,0.360645593,2349.833396,1340.256464
3500,0,10,4.1,52.5,30.40456296,8867.997531,0.3699832641,2102.912165,1314.658173
4000,0,10,4.1,60,29.12595147,9708.650489,0.3800524762,1922.193161,1292.689416
4500,0,10,4.1,67.5,27.84042657,10440.15996,0.3907442028,1808.07809,1274.089142
5000,0,10,4.1,75,26.56429135,11068.45473,0.4019699184,1781.058519,1258.53996
5500,0,10,4.1,82.5,25.30942186,11600.15169,0.4136558274,1781.058519,1245.70443
6000,0,10,4.1,90,24.0843868,12042.1934,0.4257384663,1781.058519,1235.320836
6500,0,10,4.1,97.5,22.89528712,12401.61385,0.4381614691,1781.058519,1227.063309
7000,0,10,4.1,105,21.74637734,12685.38678,0.4508732326,1781.058519,1220.716502
7500,0,10,4.1,112.5,20.64052461,12900.32788,0.4638252486,1781.058519,1216.077682
8000,0,10,4.1,120,19.57954962,13053.03308,0.4769709171,1781.058519,1212.962861
8500,0,10,4.1,127.5,18.56448238,13149.84169,0.4902646998,1781.058519,1211.210097
9000,0,10,4.1,135,17.59575676,13196.81757,0.5036615103,1781.058519,1210.715346
9500,0,10,4.1,142.5,16.6733604,13199.74365,0.517116265,1781.058519,1211.355409
10000,0,10,4.1,150,15.79695202,13164.12668,0.5305835402,1781.058519,1213.052784
500,-120,10,4.4,7.5,4.502685905,187.6119127,0.9348406058,6349.377918,1907.316742
1000,-120,10,4.4,15,5.06413547,422.0112891,0.9264815604,6334.242031,1900.672214
1500,-120,10,4.4,22.5,5.671765077,708.9706346,0.9172822369,6302.198923,1892.824201
2000,-120,10,4.4,30,6.327001443,1054.500241,0.9073711118,6283.358908,1885.007672
2500,-120,10,4.4,37.5,7.031352229,1464.865048,0.8965328544,6249.832706,1876.045013
3000,-120,10,4.4,45,7.786240184,1946.560046,0.8847759547,6211.859717,1866.344478
3500,-120,10,4.4,52.5,8.592910478,2506.265556,0.8721415539,6179.592857,1856.314283
4000,-120,10,4.4,60,9.452316647,3150.772216,0.8584992971,6142.490796,1845.502683
4500,-120,10,4.4,67.5,10.36495486,3886.858071,0.8439182157,6110.87473,1834.333269
5000,-120,10,4.4,75,11.33061039,4721.087661,0.8282643684,6074.609255,1822.382776
5500,-120,10,4.4,82.5,12.34796211,5659.482635,0.8113744392,6023.954782,1809.255394
6000,-120,10,4.4,90,13.41396659,6706.983295,0.7936320915,5986.569793,1796.138793
6500,-120,10,4.4,97.5,14.5229276,7866.585782,0.7747827239,5940.591207,1782.177362
7000,-120,10,4.4,105,15.66519952,9138.033052,0.7550304135,5892.320431,1767.737432
7500,-120,10,4.4,112.5,16.82569095,10516.05685,0.7345427024,5839.55146,1752.888743
8000,-120,10,4.4,120,17.98284971,11988.56647,0.7139160331,5794.611132,1738.383339
8500,-120,10,4.4,127.5,19.10935848,13535.79559,0.6933996759,5724.120063,1719.32121
9000,-120,10,4.4,135,20.17535414,15131.5156,0.6735872,5619.891652,1692.970626
9500,-120,10,4.4,142.5,21.15317524,16746.26373,0.6549017114,5494.012169,1661.469294
10000,-120,10,4.4,150,22.02132463,18351.10386,0.6376408206,5355.795541,1626.599777
500,-96,10,4.4,7.5,8.971620647,373.8175269,0.8661888786,6167.201279,1851.716603
1000,-96,10,4.4,15,9.803604663,816.9670552,0.8529925737,6138.24604,1841.535771
1500,-96,10,4.4,22.5,10.6890426,1336.130324,0.8387150288,6101.040815,1830.421726
2000,-96,10,4.4,30,11.62855622,1938.092704,0.823363706,6061.180173,1818.598774
2500,-96,10,4.4,37.5,12.6224849,2629.684353,0.8069143493,6020.216461,1806.125706
3000,-96,10,4.4,45,13.67048039,3417.620098,0.7892965254,5975.791761,1792.905081
3500,-96,10,4.4,52.5,14.77110688,4308.239506,0.7703748682,5921.806487,1778.693697
4000,-96,10,4.4,60,15.92125088,5307.083628,0.7505604157,5881.684364,1764.505309
4500,-96,10,4.4,67.5,17.11522617,6418.209812,0.7294178666,5828.494948,1749.269167
5000,-96,10,4.4,75,18.34347014,7643.112558,0.7072840503,5774.775715,1733.613052
5500,-96,10,4.4,82.5,19.59084707,8979.138241,0.6844800339,5724.491555,1717.867502
6000,-96,10,4.4,90,20.83497555,10417.48777,0.6612838628,5673.480401,1702.101388
6500,-96,10,4.4,97.5,22.04575143,11941.44869,0.6382359356,5620.530134,1686.38203
7000,-96,10,4.4,105,23.1876803,13526.14684,0.6160645845,5526.824768,1663.555546
7500,-96,10,4.4,112.5,24.22534576,15140.8411,0.5953903938,5391.17255,1632.519796
8000,-96,10,4.4,120,25.12967711,16753.11807,0.5766234548,5232.265585,1596.166608
8500,-96,10,4.4,127.5,25.8818724,18332.99295,0.5599752918,5062.502022,1556.638328
9000,-96,10,4.4,135,26.4739264,19855.4448,0.5454975603,4890.150142,1515.615273
9500,-96,10,4.4,142.5,26.9068526,21301.25831,0.5331316854,4720.606563,1474.231774
10000,-96,10,4.4,150,27.18811282,22656.76069,0.5227536417,4556.876055,1433.311314
500,-72,10,4.4,7.5,15.34275649,639.2815204,0.7605904276,5903.240229,1771.701993
1000,-72,10,4.4,15,16.47405188,1372.837656,0.7407460621,5853.375173,1757.299215
1500,-72,10,4.4,22.5,17.65795486,2207.244358,0.719630771,5802.092872,1742.242013
2000,-72,10,4.4,30,18.89052262,3148.420437,0.6974164623,5756.16345,1726.855491
2500,-72,10,4.4,37.5,20.16541512,4201.128151,0.6736685073,5694.974775,1710.338234
3000,-72,10,4.4,45,21.4723663,5368.091574,0.6491524968,5644.621236,1693.89915
3500,-72,10,4.4,52.5,22.79534336,6648.641812,0.6237077814,5589.185317,1677.041203
4000,-72,10,4.4,60,24.11044908,8036.816359,0.5977764452,5530.731617,1660.112691
4500,-72,10,4.4,67.5,25.38448056,9519.180211,0.5722875393,5478.885294,1643.886801
5000,-72,10,4.4,75,26.57605607,11073.3567,0.5479138118,5419.436676,1627.333234
5500,-72,10,4.4,82.5,27.64105253,12668.81574,0.5256116093,5286.519826,1600.59676
6000,-72,10,4.4,90,28.54118142,14270.59071,0.5060044932,5102.832787,1565.098327
6500,-72,10,4.4,97.5,29.25123421,15844.41853,0.4893110513,4896.208954,1524.530424
7000,-72,10,4.4,105,29.76146292,17360.85337,0.4754951898,4685.122713,1481.653297
7500,-72,10,4.4,112.5,30.07548062,18797.17539,0.4643713236,4479.361498,1438.450476
8000,-72,10,4.4,120,30.20619949,20137.46633,0.4556838892,4283.760491,1396.298258
8500,-72,10,4.4,127.5,30.17184832,21371.7259,0.4491588225,4101.77354,1356.214435
9000,-72,10,4.4,135,29.99292836,22494.69627,0.4445322337,3933.585806,1318.946535
9500,-72,10,4.4,142.5,29.69019521,23504.73787,0.4415638047,3779.198745,1285.183507
10000,-72,10,4.4,150,29.28345995,24402.8833,0.4400412123,3638.012972,1255.462227
500,-48,10,4.4,7.5,23.62545115,984.393798,0.6072584662,5547.714436,1666.165675
1000,-48,10,4.4,15,24.98922877,2082.435731,0.580304333,5496.55295,1648.990544
1500,-48,10,4.4,22.5,26.35936889,3294.921111,0.5523587885,5437.218729,1631.367236
2000,-48,10,4.4,30,27.70851494,4618.085823,0.5242384312,5379.283471,1614.002232
2500,-48,10,4.4,37.5,28.9990081,6041.460021,0.4967761562,5324.612524,1597.393088
3000,-48,10,4.4,45,30.18283727,7545.709318,0.4708028813,5268.826249,1581.890245
3500,-48,10,4.4,52.5,31.20670875,9101.956719,0.4483085391,5194.542201,1565.400184
4000,-48,10,4.4,60,32.02263203,10674.21068,0.4296077296,4990.89546,1535.983247
4500,-48,10,4.4,67.5,32.59929133,12224.73425,0.4150193811,4727.150576,1497.858272
5000,-48,10,4.4,75,32.92739792,13719.74913,0.4041848554,4451.008842,1455.857989
5500,-48,10,4.4,82.5,33.01721752,15132.89136,0.3966049032,4185.516765,1413.363865
6000,-48,10,4.4,90,32.89192384,16445.96192,0.391776887,3941.501347,1372.569135
6500,-48,10,4.4,97.5,32.58090602,17647.99076,0.3892506529,3722.07346,1334.860282
7000,-48,10,4.4,105,32.11492691,18733.70736,0.3886449615,3527.277865,1301.004825
7500,-48,10,4.4,112.5,31.52326632,19702.04145,0.3896457176,3355.473368,1271.342622
8000,-48,10,4.4,120,30.83232945,20554.8863,0.3919971666,3204.256407,1245.910207
8500,-48,10,4.4,127.5,30.06516212,21296.1565,0.3954914891,3071.104558,1224.498155
9000,-48,10,4.4,135,29.24146416,21931.09812,0.3999591101,2953.911099,1206.797582
9500,-48,10,4.4,142.5,28.37784443,22465.7935,0.4052604949,2850.576597,1192.435491
10000,-48,10,4.4,150,27.48817152,22906.8096,0.411279519,2759.039866,1181.04458
500,-24,10,4.4,7.5,32.49886044,1354.119185,0.4188404438,5168.84683,1551.872845
1000,-24,10,4.4,15,33.55532313,2796.276928,0.3945786906,5125.990657,1538.262862
1500,-24,10,4.4,22.5,34.40284575,4300.355719,0.3746868132,5089.676933,1527.245931
2000,-24,10,4.4,30,34.98729735,5831.216226,0.3607526175,4955.957026,1512.758791
2500,-24,10,4.4,37.5,35.27692561,7349.359502,0.3523872898,4615.603472,1484.022558
3000,-24,10,4.4,45,35.27032769,8817.581924,0.3482459972,4216.907883,1447.409269
3500,-24,10,4.4,52.5,34.99254096,10206.15778,0.3472264958,3837.932157,1408.5708
4000,-24,10,4.4,60,34.48399007,11494.66336,0.348578549,3505.16732,1370.938344
4500,-24,10,4.4,67.5,33.78978422,12671.16908,0.3517776521,3224.637151,1336.454259
5000,-24,10,4.4,75,32.95285968,13730.3582,0.356445614,2991.983736,1305.86775
5500,-24,10,4.4,82.5,32.01079599,14671.61483,0.3623033873,2801.164027,1279.401345
6000,-24,10,4.4,90,30.99496235,15497.48118,0.3691409728,2645.007409,1256.855279
6500,-24,10,4.4,97.5,29.93082955,16212.53267,0.3767971521,2517.535051,1237.948511
7000,-24,10,4.4,105,28.83873748,16822.59686,0.3851454544,2413.139835,1222.320524
7500,-24,10,4.4,112.5,27.73475737,17334.22335,0.3940843007,2327.379317,1209.61532
8000,-24,10,4.4,120,26.63149179,17754.32786,0.4035300156,2256.738009,1199.508877
8500,-24,10,4.4,127.5,25.53875896,18089.95426,0.4134118341,2198.062626,1191.695733
9000,-24,10,4.4,135,24.46415522,18348.11642,0.4236683048,2149.063174,1185.901806
9500,-24,10,4.4,142.5,23.41350852,18535.69425,0.4342446765,2107.909685,1181.922054
10000,-24,10,4.4,150,22.39124079,18659.36733,0.4450909808,2073.131366,1179.548944
500,0,10,4.4,7.5,36.10111748,1504.213228,0.3309216141,4755.835912,1493.630493
1000,0,10,4.4,15,35.63133873,2969.278228,0.3338281296,4207.536626,1468.740224
1500,0,10,4.4,22.5,34.89992193,4362.490242,0.3384564334,3615.070104,1436.890697
2000,0,10,4.4,30,33.96486208,5660.810347,0.3445636434,3099.839005,1402.961131
2500,0,10,4.4,37.5,32.88296798,6850.618329,0.351910778,2685.429743,1370.632218
3000,0,10,4.4,45,31.70287122,7925.717805,0.360290591,2361.18911,1341.334549
3500,0,10,4.4,52.5,30.46323934,8885.111474,0.3695339806,2112.91001,1315.7247
4000,0,10,4.4,60,29.1935961,9731.198699,0.379506067,1930.248916,1293.705273
4500,0,10,4.4,67.5,27.91598662,10468.49498,0.3900991675,1812.775079,1275.019721
5000,0,10,4.4,75,26.64666013,11102.77505,0.4012259237,1781.058552,1259.360303
5500,0,10,4.4,82.5,25.39748522,11640.51406,0.4128136303,1781.058552,1246.395235
6000,0,10,4.4,90,24.17705247,12088.52623,0.4247998847,1781.058552,1235.864241
6500,0,10,4.4,97.5,22.99150434,12453.73152,0.4371293653,1781.058552,1227.448011
7000,0,10,4.4,105,21.84515086,12743.00467,0.4497514871,1781.058552,1220.93778
7500,0,10,4.4,112.5,20.74092521,12963.07826,0.4626187109,1781.058552,1216.13555
8000,0,10,4.4,120,19.68072244,13120.48162,0.4756853262,1781.058552,1212.861817
8500,0,10,4.4,127.5,18.66565342,13221.5045,0.4889065734,1781.058552,1210.958335
9000,0,10,4.4,135,17.69623771,13272.17828,0.502238003,1781.058552,1210.317148
9500,0,10,4.4,142.5,16.77255187,13278.27023,0.5156350002,1781.058552,1210.828382
10000,0,10,4.4,150,15.89434521,13245.28767,0.5290524211,1781.058552,1212.418904
500,-120,11,3.2,7.5,4.168725276,173.6968865,0.9426713244,7105.206484,1940.809741
1000,-120,11,3.2,15,4.704298678,392.0248898,0.9351171055,7091.312578,1934.477604
1500,-120,11,3.2,22.5,5.287857079,660.9821348,0.9267414395,7055.280321,1926.784975
2000,-120,11,3.2,30,5.921499114,986.916519,0.9176681405,7037.123478,1919.215494
2500,-120,11,3.2,37.5,6.60741044,1376.543842,0.907670937,6999.739271,1910.344843
3000,-120,11,3.2,45,7.347700409,1836.925102,0.896750713,6956.72625,1900.660086
3500,-120,11,3.2,52.5,8.144312078,2375.424356,0.8849422184,6921.566375,1890.647861
4000,-120,11,3.2,60,8.998916528,2999.638843,0.8721025568,6880.216809,1879.7568
4500,-120,11,3.2,67.5,9.912761656,3717.285621,0.8582934692,6846.376634,1868.489637
5000,-120,11,3.2,75,10.88643677,4536.015321,0.8433634105,6806.525628,1856.325171
5500,-120,11,3.2,82.5,11.91949009,5463.099623,0.8271240046,6747.64919,1842.77144
6000,-120,11,3.2,90,13.00979898,6504.899492,0.8099572846,6706.476661,1829.242219
6500,-120,11,3.2,97.5,14.15255078,7665.965008,0.791567932,6653.825803,1814.679765
7000,-120,11,3.2,105,15.3386956,8947.572431,0.7721385599,6597.963475,1799.494545
7500,-120,11,3.2,112.5,16.55294311,10345.58944,0.7518128779,6535.828592,1783.735931
8000,-120,11,3.2,120,17.77205851,11848.03901,0.7312042773,6483.69052,1768.279233
8500,-120,11,3.2,127.5,18.96519422,13433.67924,0.7105716463,6402.049052,1747.877412
9000,-120,11,3.2,135,20.09772653,15073.2949,0.690562143,6282.714798,1719.737235
9500,-120,11,3.2,142.5,21.13740134,16733.77606,0.6716469871,6140.124635,1686.236907
10000,-120,11,3.2,150,22.05943328,18382.86107,0.6541596506,5983.687148,1649.304382
500,-96,11,3.2,7.5,8.496577486,354.0240619,0.8797079358,6909.737752,1886.357434
1000,-96,11,3.2,15,9.31953354,776.627795,0.8673669275,6879.182095,1876.215581
1500,-96,11,3.2,22.5,10.20113245,1275.141557,0.8539227224,6837.900373,1865.014471
2000,-96,11,3.2,30,11.14272102,1857.120169,0.8393731584,6793.309822,1853.017153
2500,-96,11,3.2,37.5,12.14539517,2530.29066,0.8236819825,6747.445148,1840.285887
3000,-96,11,3.2,45,13.20961854,3302.404636,0.80676163,6697.126531,1826.6919
3500,-96,11,3.2,52.5,14.33484265,4180.995773,0.788450703,6634.183556,1811.926821
4000,-96,11,3.2,60,15.51891901,5172.973002,0.7691603016,6589.711522,1797.194052
4500,-96,11,3.2,67.5,16.75715051,6283.931442,0.748397302,6527.776029,1781.17447
5000,-96,11,3.2,75,18.04080138,7517.000575,0.7264788969,6464.934088,1764.59128
5500,-96,11,3.2,82.5,19.35495855,8871.022668,0.7037035336,6406.304286,1747.802571
6000,-96,11,3.2,90,20.67608232,10338.04116,0.6803279127,6346.198529,1730.850615
6500,-96,11,3.2,97.5,21.97068674,11900.78865,0.6569102794,6283.280905,1713.832536
7000,-96,11,3.2,105,23.1976284,13531.9499,0.6342427774,6174.290029,1688.993508
7500,-96,11,3.2,112.5,24.31499044,15196.86903,0.6130239979,6019.180595,1655.421809
8000,-96,11,3.2,120,25.28838188,16858.92125,0.5937279468,5838.697855,1616.237514
8500,-96,11,3.2,127.5,26.09599988,18484.66658,0.5766052919,5647.180117,1573.853135
