algorithm,framework,run,seed,solution,engine_speed_rpm,ignition_timing_degrees,compression_ratio,connecting_rod_to_crank_ratio,thermal_efficiency_percent,net_specific_power_kw_per_kg,compromise_score,is_run_compromise
MOPSO,PySwarm + Pareto repository,1,20280719,53,4120.371364733537,-29.719509914132118,11.971790436824444,4.212450372674183,36.48014571285235,12525.978981378643,0.4244111440943597,False
MOPSO,PySwarm + Pareto repository,1,20280719,54,4169.1546829701665,-30.609221318081993,11.986843880414714,4.117118943959742,36.441782265142045,12660.952265541338,0.42230506588903766,False
MOPSO,PySwarm + Pareto repository,1,20280719,55,4225.759939940168,-30.12800509278125,12.0,4.029356084107045,36.39955805873322,12817.982856343426,0.41982826035410903,False
MOPSO,PySwarm + Pareto repository,1,20280719,56,4266.151357927598,-30.493468688132793,11.977826825321511,4.206570818248097,36.36161661290298,12927.01334079823,0.4185073791002312,False
MOPSO,PySwarm + Pareto repository,1,20280719,57,4299.891019926614,-31.071074350364526,11.986575255308317,4.2062782753125,36.34069693325637,13021.753033431974,0.41689294874173677,False
MOPSO,PySwarm + Pareto repository,1,20280719,58,4327.492016755613,-31.69230911385793,11.970863479857584,4.138317500695188,36.295556985536045,13089.06109155047,0.41704930287693515,False
MOPSO,PySwarm + Pareto repository,1,20280719,59,4410.002732614648,-31.758575219245145,11.991647836622004,4.291682124079205,36.25764703542556,13324.693542033678,0.4125852333776691,False
MOPSO,PySwarm + Pareto repository,1,20280719,60,4443.4476141108935,-30.546885179313847,12.0,4.278058894553769,36.21777523309174,13410.982245657176,0.4121379123654673,False
MOPSO,PySwarm + Pareto repository,1,20280719,61,4480.121379805822,-32.386146904407,11.987356322249829,4.2830633321163125,36.19231134472612,13512.162320008023,0.4106992692677799,False
MOPSO,PySwarm + Pareto repository,1,20280719,62,4530.513573566817,-32.05321322581142,11.998418767972138,4.374969364249573,36.16321332498141,13653.160736051726,0.40844735993894227,False
