configuration_id,run,seed,generation,evaluations,hypervolume
C04,2,31000002,1,48,0.7804583950841445
C04,2,31000002,2,72,0.8152016713131952
C04,2,31000002,3,96,0.8168056500222425
C04,2,31000002,4,120,0.8255250843503104
C04,2,31000002,5,144,0.8263726556859664
C04,2,31000002,6,168,0.8291586073090161
C04,2,31000002,7,192,0.8302873282766889
C04,2,31000002,8,216,0.8308526735376573
C04,2,31000002,9,240,0.8312592510000133
C04,2,31000002,10,264,0.8317598994352787
C04,2,31000002,11,288,0.8323932178788739
C04,2,31000002,12,312,0.8325189712381067
C04,2,31000002,13,336,0.8400001850366116
C04,2,31000002,14,360,0.8398508530217909
C04,2,31000002,15,384,0.8440716657375372
C04,2,31000002,16,408,0.8460396006320318
C04,2,31000002,17,432,0.8464570217973257
C04,2,31000002,18,456,0.8465210218967913
C04,2,31000002,19,480,0.8465555364074497
C04,2,31000002,20,504,0.8466663800194169
C04,3,31000003,0,24,0.7350097210926334
C04,3,31000003,1,48,0.7495281054046454
C04,3,31000003,2,72,0.769800151250326
C04,3,31000003,3,96,0.7949584405529138
C04,3,31000003,4,120,0.798427767474397
C04,3,31000003,5,144,0.8001132701633523
C04,3,31000003,6,168,0.7999784809924773
C04,3,31000003,7,192,0.8004019597437831
C04,3,31000003,8,216,0.8008638937209968
C04,3,31000003,9,240,0.8145598961906756
C04,3,31000003,10,264,0.8144860080165525
C04,3,31000003,11,288,0.8151006908436506
C04,3,31000003,12,312,0.8269044399773107
C04,3,31000003,13,336,0.8307685183071382
C04,3,31000003,14,360,0.8311395450412592
C04,3,31000003,15,384,0.8310001156075021
C04,3,31000003,16,408,0.8341607349024182
C04,3,31000003,17,432,0.8341751853293802
C04,3,31000003,18,456,0.8371581736756109
C04,3,31000003,19,480,0.8366995623615053
C04,3,31000003,20,504,0.8370929094098007
C04,4,31000004,0,24,0.7431699935505655
C04,4,31000004,1,48,0.7540253565806021
C04,4,31000004,2,72,0.7628082713670921
C04,4,31000004,3,96,0.7915801598189376
C04,4,31000004,4,120,0.8005438904771937
C04,4,31000004,5,144,0.8273186717618283
C04,4,31000004,6,168,0.828221258751108
C04,4,31000004,7,192,0.8306497799540054
C04,4,31000004,8,216,0.8403910149576374
C04,4,31000004,9,240,0.8406736372859598
C04,4,31000004,10,264,0.8409879471755092
C04,4,31000004,11,288,0.840651143504066
C04,4,31000004,12,312,0.8423414344113259
C04,4,31000004,13,336,0.8432373559011042
C04,4,31000004,14,360,0.8432728295272273
C04,4,31000004,15,384,0.8433414472968735
C04,4,31000004,16,408,0.8442120623504538
C04,4,31000004,17,432,0.844613441743541
C04,4,31000004,18,456,0.8451458417113019
C04,4,31000004,19,480,0.8453964417477879
C04,4,31000004,20,504,0.8446555027228168
C04,5,31000005,0,24,0.7435870283308851
C04,5,31000005,1,48,0.756148647327526
C04,5,31000005,2,72,0.7623166770616505
C04,5,31000005,3,96,0.7637787733580386
C04,5,31000005,4,120,0.7753183504732682
C04,5,31000005,5,144,0.7916052363534967
C04,5,31000005,6,168,0.7919642937882265
C04,5,31000005,7,192,0.7920211943801512
C04,5,31000005,8,216,0.7920063962931239
C04,5,31000005,9,240,0.7922845324539669
C04,5,31000005,10,264,0.8123894819032225
C04,5,31000005,11,288,0.8204313870642899
C04,5,31000005,12,312,0.8207752602607433
C04,5,31000005,13,336,0.8299127808456656
C04,5,31000005,14,360,0.8301744184999138
C04,5,31000005,15,384,0.842021265348189
C04,5,31000005,16,408,0.8420458181325304
C04,5,31000005,17,432,0.8422931632539459
C04,5,31000005,18,456,0.8422247452543485
C04,5,31000005,19,480,0.8421908232159327
C04,5,31000005,20,504,0.8422259028805962
C04,6,31000006,0,24,0.6641783164396994
C04,6,31000006,1,48,0.677594882134029
C04,6,31000006,2,72,0.7020068519230472
C04,6,31000006,3,96,0.7354372032042507
C04,6,31000006,4,120,0.7672119724656061
C04,6,31000006,5,144,0.7749001584488898
C04,6,31000006,6,168,0.7765139992034983
C04,6,31000006,7,192,0.7763472035726073
C04,6,31000006,8,216,0.778058249847573
C04,6,31000006,9,240,0.7785499707742554
C04,6,31000006,10,264,0.7801227585996412
C04,6,31000006,11,288,0.8019542106779002
C04,6,31000006,12,312,0.8016611290075991
C04,6,31000006,13,336,0.8006912631078301
C04,6,31000006,14,360,0.8097793558143261
C04,6,31000006,15,384,0.8227966730182033
C04,6,31000006,16,408,0.8234224683277784
C04,6,31000006,17,432,0.8243956696928634
C04,6,31000006,18,456,0.8267503277790287
C04,6,31000006,19,480,0.8265725071372703
C04,6,31000006,20,504,0.8270109983501417
C04,7,31000007,0,24,0.7886499344598019
C04,7,31000007,1,48,0.7940676484241844
